Business Unit,Obj Acct,Sub,Co,Account Description,L D,P E,Account ID,Free Form Account No.,Taxable Account,Tax Rate/Area,Operating Statement,Op Stmt PL Reporting,Royalty,Fin. Chg/Train,Vending Contribution,Insurance,GST ITC %,GST Expense %,QC Train Res.,Client Statements,Bnkg/Com Exp. 6%,Cost Centre Reporting,Grp. Insur. Quebec,Vac. Pay  Quebec,Bill Prod. Cost Quebec,Cat 016,Cat 017,Cat 018,Cat 019,HFM Custom 2,IMS,GIFI Code,Contribution,Category Code 024,Category Code 025,Category Code 026,Category Code 027,Category Code 028,Category Code 029,Category Code 030,Category Code 031,Category Code 032,Category Code 033,Category Code 034,Category Code 035,Category Code 036,Category Code 037,Category Code 038,Category Code 039,Category Code 040,Category Code 041,Category Code 042,Category Code 043,Business Unit Description,Sector,Sub Segment,Province,District,WCB Rates,Promo Expense,Lasalle Workbench,New/Lost Business,BU CAT 09,BU CAT 10,BU CAT 11,BU CAT 12,BU CAT 13,BU CAT 14,BU CAT 15,BU CAT 16,BU CAT 17,BU CAT 18,BU CAT 19,BU Cat 20,BU CAT 21,BU CAT 22,BU CAT 23,BU CAT 24,BU CAT 25,BU CAT 26,BU CAT 27,BU CAT 28,BU CAT 29,BU CAT 30,BU CAT 31,BU CAT 32,BU CAT 33,BU CAT 34,BE - Digital Hospitality,BU CAT 36,BU CAT 37,BU CAT 38,BU CAT 39,BU CAT 40,BU CAT 41,BU CAT 42,BU CAT 43,BU CAT 44,BU CAT 45,BU CAT 46,BU CAT 47,BU CAT 48,BU CAT 49,BU CAT 50,Adj Entry,Adjustment Entry Description
"           1",403290,1064,00001,Cash Sales-Catering Event-Food,5," ",05064296," ",0," ",100,100," "," ",CT0," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",403300,1070,00001,Cash Sales - Employee Discount,5," ",01515102," ",0," ",100,100," "," ",IP0," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",403400,1075,00001,Cash Sales - Deli,5," ",01536768," ",0," ",100,100," "," ",IP0," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",403500,1080,00001,Cash Sales - Kiosks,5," ",01555200," ",0," ",100,100," "," ",IP0," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",403550,1083,00001,Cash Sales - Room Service,5," ",03587538," ",0," ",100,100," "," ",IP0," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",403575,1090,00001,Cash Sales - Lodging,5," ",05158988," ",0," ",100,100," "," ",IP0," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",403580,1003,00001,Cash Sales - Subcontractor,5," ",06018547," ",0," ",100,100," "," "," "," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",403600,1085,00001,Sales - Basic Groceries,5," ",02873202," ",0," ",100,100," "," ",IP0," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",403605,1082,00001,Sales-Basic Groceries-COVID-19,5," ",07059078," ",0," ",100,100," "," ",IP0," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",406000,1100,00001,Vending Sales,4,N,00010022," "," "," ",100,100," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",406050,1105,00001,Attendant Vending Sales,5,I,01926063," ",0," ",100,100," "," ",OR0," "," "," "," ",010," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",406100,1110,00001,Vending Sales - General,5," ",00010024," ",0," ",100,100," "," ",OR0," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",406150,1115,00001,Vending Sat Sales-General,5," ",01447739," ",0," ",100,100," "," ",OR0," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",406200,1120,00001,Vending Sales - Pop,5," ",00010026," ",0," ",100,100," "," ",OR0," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",406225,1122,00001,Vending Sales-Bottle Pop,5," ",01926333," ",0," ",100,100," "," ",OR0," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",406250,1125,00001,Vending Sat Sales - Pop,5," ",01447740," ",0," ",100,100," "," ",OR0," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",406300,1130,00001,Vending Sales - Snacks,5," ",00010028," ",0," ",100,100," "," ",OR0," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",406325,1132,00001,Vending Sales-Salty Snacks,5," ",01926322," ",0," ",100,100," "," ",OR0," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",406335,1134,00001,Vending Sales - Candy,5," ",01926326," ",0," ",100,100," "," ",OR0," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",406350,1135,00001,Vending Sat Sales - Snacks,5," ",01447741," ",0," ",100,100," "," ",OR0," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",406400,1140,00001,Vending Sales - Coffee,5," ",01518463," ",0," ",100,100," "," ",OR0," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",406450,1150,00001,Vending Sales Hot Beverages,5," ",01743169," ",0," ",100,100," "," ",OR0," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",406475,1160,00001,Vending Sales-Cold Beverages,5," ",01926327," ",0," ",100,100," "," ",OR0," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",406480,1155,00001,Vending Sat. Sales-Milk,5," ",02992319," ",0," ",100,100," "," ",OR0," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",406485,1165,00001,Vending Sales-Milk,5," ",01926330," ",0," ",100,100," "," ",OR0," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",406490,1167,00001,Vending Sales-Can Juice,5," ",01926338," ",0," ",100,100," "," ",OR0," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",406495,1170,00001,Vending Sales-Bottle Juice,5," ",01926339," ",0," ",100,100," "," ",OR0," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",406500,1175,00001,Vending Sales-Pastry,5," ",01926335," ",0," ",100,100," "," ",OR0," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",406525,1180,00001,Vending Sales-Gen. Merchandise,5," ",01926332," ",0," ",100,100," "," ",OR0," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",406540,1184,00001,Vending Sales-Sub-Contracted,5," ",03712254," ",0," ",100,100," "," ",OR0," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",406545,1103,00001,Vending Sales - Avenue C,5," ",05682888," ",0," ",100,100," "," ",OR0," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",406550,1185,00001,Vending Sales-OCS Condiments,5," ",01926341," ",0," ",100,100," "," ",OR0," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",406555,1186,00001,Avenue C - Frictionless Rev.,5," ",06969181," ",0," ",100,100," "," ",I20," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",406600,1187,00001,Vending Sales - OCS Allied,5,I,01926344," ",0," ",100,100," "," ",OR0," "," "," "," ",010," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",411000,1200,00001,Charge Sales,4,N,00010030," "," "," ",100,100," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",411100,1210,00001,Special Function Sales,5," ",00010032," ",0," ",100,100," "," ",CT0," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",411115,1227,00001,Spec. Func. Sales - COVID-19,5," ",07015263," ",0," ",100,100," "," ",CT0," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",411120,1220,00001,Special Function Sales -Liquor,5," ",01448415," ",0," ",100,100," "," ",CT0," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",411125,1226,00001,Spec. Func. Sales - Wine,5," ",05026037," ",0," ",100,100," "," ",CT0," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",411130,1230,00001,Special Function Sales -Coffee,5," ",01915330," ",0," ",100,100," "," ",CT0," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",411135,1236,00001,Spec. Func. Sales - Beer,5," ",05026040," ",0," ",100,100," "," ",CT0," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",411140,1240,00001,Special Func. Sales-Non-Client,5," ",02509533," ",0," ",100,100," "," ",CT0," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",411143,1243,00001,Spec. Func. Sales-Asst'd Livng,5," ",06072787," ",0," ",100,100," "," ",OR0," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",411145,1245,00001,Spec. Func.Sales-Meal Prog.,5," ",02962188," ",0," ",100,100," "," ",CT0," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",411150,1215,00001,Satellite Special Func. Sales,5," ",01427555," ",0," ",100,100," "," ",CT0," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",411155,1246,00001,Satellite - Meal Program Sales,5," ",02985342," ",0," ",100,100," "," ",OR0," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",411160,1216,00001,Special Func. Sales-Cafeteria,5," ",02566839," ",0," ",100,100," "," ",CT0," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",411165,1222,00001,Lawyer's Room,5," ",03360227," ",0," ",100,100," "," ",OR0," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",411170,1217,00001,Spec. Func. Sales-Cafe. Liquor,5," ",02566840," ",0," ",100,100," "," ",CT0," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",411175,1223,00001,Firm Lunch and Dinner,5," ",03360228," ",0," ",100,100," "," ",OR0," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",411180,1218,00001,Spec. Func. Sales-Sat. -Liquor,5," ",02566845," ",0," ",100,100," "," ",CT0," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
"           1",411185,1224,00001,Kitchen Supplies Sales,5," ",03360229," ",0," ",100,100," "," ",OR0," "," "," "," ",010," "," "," "," "," "," "," "," ",500," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Model Financial Business Unit," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",MD," ",0,Not Restricted
